gene	mean_tweak	mean_vehicle	delta_log2	hedges_g	p_value	q_value_bh
CHP1	12.705253370799648	11.817395287729822	0.8878580830698262	22.07571079485949	2.4673987761875696e-05	0.01789180058833898
TAPBP	12.888189919644601	11.94972484946591	0.9384650701786903	14.85819332550939	2.6229256098540912e-05	0.01789180058833898
SLC7A7	9.073958153769864	7.359024095990434	1.7149340577794296	14.66350935693903	2.8139234835212118e-05	0.01789180058833898
TNFRSF10B	12.707228832303983	11.795218595830983	0.9120102364729998	64.26852818270613	2.8728586379641674e-05	0.01789180058833898
EXOC3L4	6.678194644812094	4.255243370603105	2.422951274208989	20.071297627356287	2.902664530042809e-05	0.01789180058833898
BHLHE40	10.254860246408812	7.445576087519451	2.809284158889361	18.251968942595436	2.9184365435296688e-05	0.01789180058833898
LOC390937	1.0020611043806618	1.5826154198950066	-0.5805543155143449	-14.503735111295226	3.0167880279773612e-05	0.01789180058833898
BID	9.802758131179873	9.180736689354225	0.6220214418256482	14.906291230599402	3.073215802368063e-05	0.01789180058833898
TNFAIP3	11.372448953932116	7.616502844522505	3.755946109409611	21.296994388004325	3.146900796364518e-05	0.01789180058833898
TLCD1	7.301619822255501	4.680695001686565	2.620924820568936	20.682654330579062	3.21870324852618e-05	0.01789180058833898
DPYSL2	11.782166776833764	12.592566044728647	-0.8103992678948835	-16.19883367995582	3.2511422158277236e-05	0.01789180058833898
MTSS1	7.501865551361001	5.5173659026524176	1.9844996487085833	14.592611494168029	3.368597612570487e-05	0.01800852283680182
XPO5	10.001560726236939	9.468057002339098	0.5335037238978408	15.959187829990185	3.6523916909733695e-05	0.01898330581383409
IL32	11.526388420239876	7.31756228457612	4.208826135663756	16.1991172361633	3.837364958982267e-05	0.01940565831013978
SEC23B	9.781263024000626	9.147767786359564	0.6334952376410623	12.916122990709106	3.984773445292726e-05	0.01962081471970321
CACFD1	7.330159507120119	8.051629456297286	-0.721469949177167	-12.625958645749526	4.236796301998247e-05	0.019682150964076186
SF3B2	11.779815244209635	11.333487456951891	0.4463277872577436	12.751729211937969	4.421051166266504e-05	0.019682150964076186
CLIP3	12.982565687102452	12.116358054800346	0.8662076323021068	12.687514422412653	4.5001332550524503e-05	0.019682150964076186
DNMT1	9.867747406952859	9.30361832835966	0.5641290785931989	13.141108465673888	4.6129287006673315e-05	0.019682150964076186
WBP11	10.45366831059591	9.946770587730429	0.5068977228654816	15.09670677300158	4.663255788113578e-05	0.019682150964076186
RAB7B	7.53407272541299	8.861691957427018	-1.3276192320140279	-12.87959050941785	4.7008995993189475e-05	0.019682150964076186
CANX	13.939309080410993	13.434907550654733	0.5044015297562598	23.953766494166153	4.7542829420034525e-05	0.019682150964076186
PSME2	11.344380707816223	9.53589528399524	1.8084854238209829	15.036770469410975	4.8387523079873045e-05	0.019682150964076186
DDX26B	9.839810672551017	7.211308461680837	2.62850221087018	12.121354093015043	5.3220749078761356e-05	0.020605332099300683
UAP1	11.19462270673201	10.388249092942488	0.806373613789523	12.083156255267554	5.346296419204875e-05	0.020605332099300683
SECTM1	10.713019801468386	11.23739360150993	-0.5243738000415448	-16.568269162032944	5.3960839766219526e-05	0.020605332099300683
NFE2L1	13.980407088544746	12.771664416164299	1.2087426723804473	21.14156537850956	5.8092629095491356e-05	0.02060552200782663
